dataset,condition,trial,oddity_index,images
banktrial,chair_cluster0,chair_c0_3269630cf8dd9e87bfd5f349b1ab226_1,0,"['chair_dee24ea8622e2005dd0e1ff930f92c75_002.png', 'chair_3269630cf8dd9e87bfd5f349b1ab226_003.png', 'chair_3269630cf8dd9e87bfd5f349b1ab226_011.png']"
banktrial,chair_cluster0,chair_c0_3269630cf8dd9e87bfd5f349b1ab226_2,2,"['chair_3269630cf8dd9e87bfd5f349b1ab226_006.png', 'chair_3269630cf8dd9e87bfd5f349b1ab226_003.png', 'chair_1d2745e280ea2d513c8d0fdfb1cc2535_008.png']"
banktrial,chair_cluster0,chair_c0_9bbccaed652a88d0ad4feb1e0e9b77d9_0,1,"['chair_9bbccaed652a88d0ad4feb1e0e9b77d9_004.png', 'chair_7ee09fdece7d9142afdb9a672b7d3b8a_008.png', 'chair_9bbccaed652a88d0ad4feb1e0e9b77d9_012.png']"
banktrial,chair_cluster0,chair_c0_9bbccaed652a88d0ad4feb1e0e9b77d9_1,0,"['chair_da918b121ca55feb9b9f2eb77f5e247e_004.png', 'chair_9bbccaed652a88d0ad4feb1e0e9b77d9_006.png', 'chair_9bbccaed652a88d0ad4feb1e0e9b77d9_003.png']"
banktrial,chair_cluster0,chair_c0_9bbccaed652a88d0ad4feb1e0e9b77d9_2,2,"['chair_9bbccaed652a88d0ad4feb1e0e9b77d9_010.png', 'chair_9bbccaed652a88d0ad4feb1e0e9b77d9_008.png', 'chair_19a3ac2ec0312e13c8687ff9b0b4e4ac_007.png']"
banktrial,chair_cluster0,chair_c0_81b27636162e148bb3fb065fa3089331_0,0,"['chair_b44d32061d313fc1b7a3c315f744bdd8_008.png', 'chair_81b27636162e148bb3fb065fa3089331_010.png', 'chair_81b27636162e148bb3fb065fa3089331_004.png']"
banktrial,chair_cluster0,chair_c0_81b27636162e148bb3fb065fa3089331_1,0,"['chair_4e438ade91769be8c8687ff9b0b4e4ac_006.png', 'chair_81b27636162e148bb3fb065fa3089331_001.png', 'chair_81b27636162e148bb3fb065fa3089331_002.png']"
banktrial,chair_cluster0,chair_c0_81b27636162e148bb3fb065fa3089331_2,0,"['chair_19a3ac2ec0312e13c8687ff9b0b4e4ac_003.png', 'chair_81b27636162e148bb3fb065fa3089331_000.png', 'chair_81b27636162e148bb3fb065fa3089331_010.png']"
banktrial,chair_cluster0,chair_c0_98ef942e35e90be3de8d5f2cba401802_0,0,"['chair_40a9dd43155979e7c40cffb9454b27e_014.png', 'chair_98ef942e35e90be3de8d5f2cba401802_005.png', 'chair_98ef942e35e90be3de8d5f2cba401802_008.png']"
banktrial,chair_cluster0,chair_c0_98ef942e35e90be3de8d5f2cba401802_1,2,"['chair_98ef942e35e90be3de8d5f2cba401802_010.png', 'chair_98ef942e35e90be3de8d5f2cba401802_002.png', 'chair_6fa2db75b28cc1375c728bbce49718a0_008.png']"
banktrial,chair_cluster0,chair_c0_98ef942e35e90be3de8d5f2cba401802_2,0,"['chair_40f188600cf8362b654ea6737b0d3597_004.png', 'chair_98ef942e35e90be3de8d5f2cba401802_006.png', 'chair_98ef942e35e90be3de8d5f2cba401802_008.png']"
banktrial,chair_cluster0,chair_c0_19c8189116dd7cd3e95c611687989498_0,0,"['chair_b44d32061d313fc1b7a3c315f744bdd8_012.png', 'chair_19c8189116dd7cd3e95c611687989498_003.png', 'chair_19c8189116dd7cd3e95c611687989498_007.png']"
banktrial,chair_cluster0,chair_c0_19c8189116dd7cd3e95c611687989498_1,2,"['chair_19c8189116dd7cd3e95c611687989498_009.png', 'chair_19c8189116dd7cd3e95c611687989498_008.png', 'chair_da918b121ca55feb9b9f2eb77f5e247e_011.png']"
banktrial,chair_cluster0,chair_c0_19c8189116dd7cd3e95c611687989498_2,0,"['chair_4e26eab28703c12bdd5f3f2440a93d21_014.png', 'chair_19c8189116dd7cd3e95c611687989498_014.png', 'chair_19c8189116dd7cd3e95c611687989498_002.png']"
banktrial,chair_cluster0,chair_c0_d343f06da03eccf34c7384dbb75cab0d_0,0,"['chair_f1167a0c4bfc1f3fcf004563556ddb36_002.png', 'chair_d343f06da03eccf34c7384dbb75cab0d_012.png', 'chair_d343f06da03eccf34c7384dbb75cab0d_008.png']"
banktrial,chair_cluster0,chair_c0_d343f06da03eccf34c7384dbb75cab0d_1,0,"['chair_fe31beab802cfc56c2bcda262700befe_006.png', 'chair_d343f06da03eccf34c7384dbb75cab0d_006.png', 'chair_d343f06da03eccf34c7384dbb75cab0d_000.png']"
banktrial,chair_cluster0,chair_c0_d343f06da03eccf34c7384dbb75cab0d_2,1,"['chair_d343f06da03eccf34c7384dbb75cab0d_005.png', 'chair_fe31beab802cfc56c2bcda262700befe_003.png', 'chair_d343f06da03eccf34c7384dbb75cab0d_003.png']"
banktrial,chair_cluster0,chair_c0_51c276e96ac4c04ebe67d9b32c3ddf8_0,2,"['chair_51c276e96ac4c04ebe67d9b32c3ddf8_005.png', 'chair_51c276e96ac4c04ebe67d9b32c3ddf8_014.png', 'chair_f8c5604f39699e0fbbc2b2aef664ba29_009.png']"
banktrial,chair_cluster0,chair_c0_51c276e96ac4c04ebe67d9b32c3ddf8_1,2,"['chair_51c276e96ac4c04ebe67d9b32c3ddf8_004.png', 'chair_51c276e96ac4c04ebe67d9b32c3ddf8_009.png', 'chair_cbfa51dd6b795262774ba10f0bcc178a_006.png']"
banktrial,chair_cluster0,chair_c0_51c276e96ac4c04ebe67d9b32c3ddf8_2,0,"['chair_cbfa51dd6b795262774ba10f0bcc178a_008.png', 'chair_51c276e96ac4c04ebe67d9b32c3ddf8_004.png', 'chair_51c276e96ac4c04ebe67d9b32c3ddf8_011.png']"
banktrial,chair_cluster0,chair_c0_600f6f126d0b6c046dbda90cc7f3517e_0,1,"['chair_600f6f126d0b6c046dbda90cc7f3517e_011.png', 'chair_8b39b501c9fa4d349b9f2eb77f5e247e_011.png', 'chair_600f6f126d0b6c046dbda90cc7f3517e_001.png']"
banktrial,chair_cluster0,chair_c0_600f6f126d0b6c046dbda90cc7f3517e_1,1,"['chair_600f6f126d0b6c046dbda90cc7f3517e_012.png', 'chair_e9651bd689ba5c14713decb1a0563b12_004.png', 'chair_600f6f126d0b6c046dbda90cc7f3517e_001.png']"
banktrial,chair_cluster0,chair_c0_600f6f126d0b6c046dbda90cc7f3517e_2,0,"['chair_8b39b501c9fa4d349b9f2eb77f5e247e_004.png', 'chair_600f6f126d0b6c046dbda90cc7f3517e_006.png', 'chair_600f6f126d0b6c046dbda90cc7f3517e_010.png']"
banktrial,chair_cluster0,chair_c0_6a7050042fbc77d5635418e95eea8a17_0,2,"['chair_6a7050042fbc77d5635418e95eea8a17_003.png', 'chair_6a7050042fbc77d5635418e95eea8a17_009.png', 'chair_59f4a5d8390c3c3d5fce6078044eb87_005.png']"
banktrial,chair_cluster0,chair_c0_6a7050042fbc77d5635418e95eea8a17_1,0,"['chair_40a9dd43155979e7c40cffb9454b27e_010.png', 'chair_6a7050042fbc77d5635418e95eea8a17_009.png', 'chair_6a7050042fbc77d5635418e95eea8a17_001.png']"
banktrial,chair_cluster0,chair_c0_6a7050042fbc77d5635418e95eea8a17_2,0,"['chair_6fa2db75b28cc1375c728bbce49718a0_012.png', 'chair_6a7050042fbc77d5635418e95eea8a17_014.png', 'chair_6a7050042fbc77d5635418e95eea8a17_001.png']"
banktrial,chair_cluster0,chair_c0_19a3ac2ec0312e13c8687ff9b0b4e4ac_0,1,"['chair_19a3ac2ec0312e13c8687ff9b0b4e4ac_009.png', 'chair_30d2d3c887f9592551ae1a6e89264401_014.png', 'chair_19a3ac2ec0312e13c8687ff9b0b4e4ac_005.png']"
banktrial,chair_cluster0,chair_c0_19a3ac2ec0312e13c8687ff9b0b4e4ac_1,0,"['chair_7ee09fdece7d9142afdb9a672b7d3b8a_005.png', 'chair_19a3ac2ec0312e13c8687ff9b0b4e4ac_009.png', 'chair_19a3ac2ec0312e13c8687ff9b0b4e4ac_008.png']"
banktrial,chair_cluster0,chair_c0_19a3ac2ec0312e13c8687ff9b0b4e4ac_2,0,"['chair_d5b9579151041cbd9b9f2eb77f5e247e_000.png', 'chair_19a3ac2ec0312e13c8687ff9b0b4e4ac_003.png', 'chair_19a3ac2ec0312e13c8687ff9b0b4e4ac_011.png']"
banktrial,chair_cluster0,chair_c0_e9651bd689ba5c14713decb1a0563b12_0,0,"['chair_2bd045838a2282ab5205884f75aba3a_002.png', 'chair_e9651bd689ba5c14713decb1a0563b12_007.png', 'chair_e9651bd689ba5c14713decb1a0563b12_006.png']"
banktrial,chair_cluster0,chair_c0_e9651bd689ba5c14713decb1a0563b12_1,1,"['chair_e9651bd689ba5c14713decb1a0563b12_014.png', 'chair_d5b9579151041cbd9b9f2eb77f5e247e_002.png', 'chair_e9651bd689ba5c14713decb1a0563b12_010.png']"
banktrial,chair_cluster0,chair_c0_e9651bd689ba5c14713decb1a0563b12_2,0,"['chair_d5b9579151041cbd9b9f2eb77f5e247e_011.png', 'chair_e9651bd689ba5c14713decb1a0563b12_012.png', 'chair_e9651bd689ba5c14713decb1a0563b12_013.png']"
banktrial,chair_cluster0,chair_c0_8be5b3b2c8c8f067a341228b21d337a9_0,1,"['chair_8be5b3b2c8c8f067a341228b21d337a9_003.png', 'chair_1d2745e280ea2d513c8d0fdfb1cc2535_010.png', 'chair_8be5b3b2c8c8f067a341228b21d337a9_013.png']"
banktrial,chair_cluster0,chair_c0_8be5b3b2c8c8f067a341228b21d337a9_1,1,"['chair_8be5b3b2c8c8f067a341228b21d337a9_010.png', 'chair_4cc4cb9b533e8b84b04cb542e2c50eb4_007.png', 'chair_8be5b3b2c8c8f067a341228b21d337a9_001.png']"
banktrial,chair_cluster0,chair_c0_8be5b3b2c8c8f067a341228b21d337a9_2,1,"['chair_8be5b3b2c8c8f067a341228b21d337a9_011.png', 'chair_4cc4cb9b533e8b84b04cb542e2c50eb4_001.png', 'chair_8be5b3b2c8c8f067a341228b21d337a9_006.png']"
banktrial,chair_cluster0,chair_c0_50b4851d6e067f9bdfcd57c2094a665f_0,2,"['chair_50b4851d6e067f9bdfcd57c2094a665f_011.png', 'chair_50b4851d6e067f9bdfcd57c2094a665f_006.png', 'chair_f2ef238e2e4615e92cf8e80367b40c9a_013.png']"
banktrial,chair_cluster0,chair_c0_50b4851d6e067f9bdfcd57c2094a665f_1,2,"['chair_50b4851d6e067f9bdfcd57c2094a665f_011.png', 'chair_50b4851d6e067f9bdfcd57c2094a665f_005.png', 'chair_40f188600cf8362b654ea6737b0d3597_014.png']"
banktrial,chair_cluster0,chair_c0_50b4851d6e067f9bdfcd57c2094a665f_2,0,"['chair_98ef942e35e90be3de8d5f2cba401802_013.png', 'chair_50b4851d6e067f9bdfcd57c2094a665f_006.png', 'chair_50b4851d6e067f9bdfcd57c2094a665f_008.png']"
banktrial,chair_cluster0,chair_c0_b44d32061d313fc1b7a3c315f744bdd8_0,1,"['chair_b44d32061d313fc1b7a3c315f744bdd8_004.png', 'chair_d5b9579151041cbd9b9f2eb77f5e247e_013.png', 'chair_b44d32061d313fc1b7a3c315f744bdd8_012.png']"
banktrial,chair_cluster0,chair_c0_b44d32061d313fc1b7a3c315f744bdd8_1,0,"['chair_52a7930e87e75591a78e44eefea09073_008.png', 'chair_b44d32061d313fc1b7a3c315f744bdd8_001.png', 'chair_b44d32061d313fc1b7a3c315f744bdd8_000.png']"
banktrial,chair_cluster0,chair_c0_b44d32061d313fc1b7a3c315f744bdd8_2,0,"['chair_e9c9d998f7b0de3ca6afe5903a01a59_005.png', 'chair_b44d32061d313fc1b7a3c315f744bdd8_005.png', 'chair_b44d32061d313fc1b7a3c315f744bdd8_000.png']"
banktrial,chair_cluster0,chair_c0_79f86911bc86222a4e5aa1f8c960ae63_0,2,"['chair_79f86911bc86222a4e5aa1f8c960ae63_006.png', 'chair_79f86911bc86222a4e5aa1f8c960ae63_005.png', 'chair_b2bfe0be6956fe34f51f77a6d7299806_000.png']"
banktrial,chair_cluster0,chair_c0_79f86911bc86222a4e5aa1f8c960ae63_1,1,"['chair_79f86911bc86222a4e5aa1f8c960ae63_005.png', 'chair_3269630cf8dd9e87bfd5f349b1ab226_002.png', 'chair_79f86911bc86222a4e5aa1f8c960ae63_014.png']"
banktrial,chair_cluster0,chair_c0_79f86911bc86222a4e5aa1f8c960ae63_2,2,"['chair_79f86911bc86222a4e5aa1f8c960ae63_013.png', 'chair_79f86911bc86222a4e5aa1f8c960ae63_000.png', 'chair_3269630cf8dd9e87bfd5f349b1ab226_000.png']"
banktrial,chair_cluster0,chair_c0_df23ca11080bb439676c272956dad3c2_0,0,"['chair_40f188600cf8362b654ea6737b0d3597_006.png', 'chair_df23ca11080bb439676c272956dad3c2_012.png', 'chair_df23ca11080bb439676c272956dad3c2_009.png']"
banktrial,chair_cluster0,chair_c0_df23ca11080bb439676c272956dad3c2_1,2,"['chair_df23ca11080bb439676c272956dad3c2_004.png', 'chair_df23ca11080bb439676c272956dad3c2_008.png', 'chair_fa277e2693cba669731d11154716a6b8_000.png']"
banktrial,chair_cluster0,chair_c0_df23ca11080bb439676c272956dad3c2_2,0,"['chair_74518f7c342b49191030665054ebb2a9_001.png', 'chair_df23ca11080bb439676c272956dad3c2_002.png', 'chair_df23ca11080bb439676c272956dad3c2_007.png']"
banktrial,chair_cluster0,chair_c0_b2bfe0be6956fe34f51f77a6d7299806_0,0,"['chair_79f86911bc86222a4e5aa1f8c960ae63_002.png', 'chair_b2bfe0be6956fe34f51f77a6d7299806_012.png', 'chair_b2bfe0be6956fe34f51f77a6d7299806_014.png']"
banktrial,chair_cluster0,chair_c0_b2bfe0be6956fe34f51f77a6d7299806_1,2,"['chair_b2bfe0be6956fe34f51f77a6d7299806_011.png', 'chair_b2bfe0be6956fe34f51f77a6d7299806_003.png', 'chair_8be5b3b2c8c8f067a341228b21d337a9_006.png']"
banktrial,chair_cluster0,chair_c0_b2bfe0be6956fe34f51f77a6d7299806_2,1,"['chair_b2bfe0be6956fe34f51f77a6d7299806_009.png', 'chair_5283a98b5c693e64ebefe6b1d594ad2e_004.png', 'chair_b2bfe0be6956fe34f51f77a6d7299806_006.png']"
banktrial,chair_cluster0,chair_c0_9fae8d94a028e9ec2818b21315fe1bde_0,2,"['chair_9fae8d94a028e9ec2818b21315fe1bde_006.png', 'chair_9fae8d94a028e9ec2818b21315fe1bde_013.png', 'chair_317b404839dea88d827b401415ba9e3c_013.png']"
banktrial,chair_cluster0,chair_c0_9fae8d94a028e9ec2818b21315fe1bde_1,2,"['chair_9fae8d94a028e9ec2818b21315fe1bde_010.png', 'chair_9fae8d94a028e9ec2818b21315fe1bde_012.png', 'chair_fe31beab802cfc56c2bcda262700befe_005.png']"
banktrial,chair_cluster0,chair_c0_9fae8d94a028e9ec2818b21315fe1bde_2,0,"['chair_df23ca11080bb439676c272956dad3c2_004.png', 'chair_9fae8d94a028e9ec2818b21315fe1bde_010.png', 'chair_9fae8d94a028e9ec2818b21315fe1bde_002.png']"
banktrial,chair_cluster0,chair_c0_57406cae1c2978b40c306db1f141b05_0,2,"['chair_57406cae1c2978b40c306db1f141b05_008.png', 'chair_57406cae1c2978b40c306db1f141b05_010.png', 'chair_4e438ade91769be8c8687ff9b0b4e4ac_001.png']"
banktrial,chair_cluster0,chair_c0_57406cae1c2978b40c306db1f141b05_1,2,"['chair_57406cae1c2978b40c306db1f141b05_007.png', 'chair_57406cae1c2978b40c306db1f141b05_011.png', 'chair_e12ac2c1c707b7b2f45a7a3d26bcb6ad_014.png']"
banktrial,chair_cluster0,chair_c0_57406cae1c2978b40c306db1f141b05_2,1,"['chair_57406cae1c2978b40c306db1f141b05_004.png', 'chair_5283a98b5c693e64ebefe6b1d594ad2e_010.png', 'chair_57406cae1c2978b40c306db1f141b05_012.png']"
banktrial,chair_cluster0,chair_c0_c93a696c4b6f843122963ea1e168015d_0,0,"['chair_e9651bd689ba5c14713decb1a0563b12_009.png', 'chair_c93a696c4b6f843122963ea1e168015d_014.png', 'chair_c93a696c4b6f843122963ea1e168015d_001.png']"
banktrial,chair_cluster0,chair_c0_c93a696c4b6f843122963ea1e168015d_1,2,"['chair_c93a696c4b6f843122963ea1e168015d_010.png', 'chair_c93a696c4b6f843122963ea1e168015d_002.png', 'chair_e9c9d998f7b0de3ca6afe5903a01a59_011.png']"
banktrial,chair_cluster0,chair_c0_c93a696c4b6f843122963ea1e168015d_2,0,"['chair_bbe63bca5688ac6b7236a8143b10600f_012.png', 'chair_c93a696c4b6f843122963ea1e168015d_001.png', 'chair_c93a696c4b6f843122963ea1e168015d_012.png']"
banktrial,chair_cluster0,chair_c0_2bf69f0fa5be4c3f6ecea8cff53afe1a_0,1,"['chair_2bf69f0fa5be4c3f6ecea8cff53afe1a_010.png', 'chair_75135e879341721c1cf9f632ab9ad62b_000.png', 'chair_2bf69f0fa5be4c3f6ecea8cff53afe1a_006.png']"
banktrial,chair_cluster0,chair_c0_2bf69f0fa5be4c3f6ecea8cff53afe1a_1,1,"['chair_2bf69f0fa5be4c3f6ecea8cff53afe1a_007.png', 'chair_5283a98b5c693e64ebefe6b1d594ad2e_014.png', 'chair_2bf69f0fa5be4c3f6ecea8cff53afe1a_006.png']"
banktrial,chair_cluster0,chair_c0_2bf69f0fa5be4c3f6ecea8cff53afe1a_2,1,"['chair_2bf69f0fa5be4c3f6ecea8cff53afe1a_011.png', 'chair_75135e879341721c1cf9f632ab9ad62b_004.png', 'chair_2bf69f0fa5be4c3f6ecea8cff53afe1a_005.png']"
banktrial,chair_cluster0,chair_c0_fa277e2693cba669731d11154716a6b8_0,2,"['chair_fa277e2693cba669731d11154716a6b8_009.png', 'chair_fa277e2693cba669731d11154716a6b8_007.png', 'chair_40a9dd43155979e7c40cffb9454b27e_007.png']"
banktrial,chair_cluster0,chair_c0_fa277e2693cba669731d11154716a6b8_1,2,"['chair_fa277e2693cba669731d11154716a6b8_011.png', 'chair_fa277e2693cba669731d11154716a6b8_005.png', 'chair_74518f7c342b49191030665054ebb2a9_005.png']"
banktrial,chair_cluster0,chair_c0_fa277e2693cba669731d11154716a6b8_2,1,"['chair_fa277e2693cba669731d11154716a6b8_010.png', 'chair_3aab16309520fb21dc0a8cba62d9a78a_011.png', 'chair_fa277e2693cba669731d11154716a6b8_003.png']"
banktrial,chair_cluster0,chair_c0_3358536e8e7c416ea9ef8e11754eeede_0,1,"['chair_3358536e8e7c416ea9ef8e11754eeede_012.png', 'chair_6398eb498fa1c291ca22b08889f6ea0c_008.png', 'chair_3358536e8e7c416ea9ef8e11754eeede_011.png']"
banktrial,chair_cluster0,chair_c0_3358536e8e7c416ea9ef8e11754eeede_1,2,"['chair_3358536e8e7c416ea9ef8e11754eeede_004.png', 'chair_3358536e8e7c416ea9ef8e11754eeede_003.png', 'chair_317b404839dea88d827b401415ba9e3c_011.png']"
banktrial,chair_cluster0,chair_c0_3358536e8e7c416ea9ef8e11754eeede_2,0,"['chair_6398eb498fa1c291ca22b08889f6ea0c_002.png', 'chair_3358536e8e7c416ea9ef8e11754eeede_013.png', 'chair_3358536e8e7c416ea9ef8e11754eeede_004.png']"
banktrial,chair_cluster0,chair_c0_bbe63bca5688ac6b7236a8143b10600f_0,0,"['chair_b44d32061d313fc1b7a3c315f744bdd8_012.png', 'chair_bbe63bca5688ac6b7236a8143b10600f_006.png', 'chair_bbe63bca5688ac6b7236a8143b10600f_004.png']"
banktrial,chair_cluster0,chair_c0_bbe63bca5688ac6b7236a8143b10600f_1,2,"['chair_bbe63bca5688ac6b7236a8143b10600f_003.png', 'chair_bbe63bca5688ac6b7236a8143b10600f_011.png', 'chair_b44d32061d313fc1b7a3c315f744bdd8_002.png']"
banktrial,chair_cluster0,chair_c0_bbe63bca5688ac6b7236a8143b10600f_2,0,"['chair_3aab16309520fb21dc0a8cba62d9a78a_010.png', 'chair_bbe63bca5688ac6b7236a8143b10600f_002.png', 'chair_bbe63bca5688ac6b7236a8143b10600f_008.png']"
banktrial,chair_cluster0,chair_c0_8cb44a50906b827615e7ec87bf4cc5ab_0,1,"['chair_8cb44a50906b827615e7ec87bf4cc5ab_003.png', 'chair_ad64210b56ed1bbf9096ff01c3d5022b_009.png', 'chair_8cb44a50906b827615e7ec87bf4cc5ab_001.png']"
banktrial,chair_cluster0,chair_c0_8cb44a50906b827615e7ec87bf4cc5ab_1,2,"['chair_8cb44a50906b827615e7ec87bf4cc5ab_001.png', 'chair_8cb44a50906b827615e7ec87bf4cc5ab_004.png', 'chair_e3a838cb224367c59fce07ae6c046b8c_006.png']"
banktrial,chair_cluster0,chair_c0_8cb44a50906b827615e7ec87bf4cc5ab_2,1,"['chair_8cb44a50906b827615e7ec87bf4cc5ab_013.png', 'chair_58ef4177c711f38fe302d4da760c718f_003.png', 'chair_8cb44a50906b827615e7ec87bf4cc5ab_006.png']"
banktrial,chair_cluster0,chair_c0_4a2766bf63caa24a4abd5da3f5ea2512_0,0,"['chair_600f6f126d0b6c046dbda90cc7f3517e_000.png', 'chair_4a2766bf63caa24a4abd5da3f5ea2512_009.png', 'chair_4a2766bf63caa24a4abd5da3f5ea2512_004.png']"
banktrial,chair_cluster0,chair_c0_4a2766bf63caa24a4abd5da3f5ea2512_1,0,"['chair_2bcf0b0586570ffe6c63b8b48495261a_001.png', 'chair_4a2766bf63caa24a4abd5da3f5ea2512_005.png', 'chair_4a2766bf63caa24a4abd5da3f5ea2512_007.png']"
banktrial,chair_cluster0,chair_c0_4a2766bf63caa24a4abd5da3f5ea2512_2,1,"['chair_4a2766bf63caa24a4abd5da3f5ea2512_002.png', 'chair_3d7ebe5de86294b3f6bcd046624c43c9_007.png', 'chair_4a2766bf63caa24a4abd5da3f5ea2512_010.png']"
banktrial,chair_cluster0,chair_c0_4231883e92a3c1a21c62d11641ffbd35_0,1,"['chair_4231883e92a3c1a21c62d11641ffbd35_012.png', 'chair_3d7ebe5de86294b3f6bcd046624c43c9_014.png', 'chair_4231883e92a3c1a21c62d11641ffbd35_006.png']"
banktrial,chair_cluster0,chair_c0_4231883e92a3c1a21c62d11641ffbd35_1,0,"['chair_98ef942e35e90be3de8d5f2cba401802_010.png', 'chair_4231883e92a3c1a21c62d11641ffbd35_014.png', 'chair_4231883e92a3c1a21c62d11641ffbd35_002.png']"
banktrial,chair_cluster0,chair_c0_4231883e92a3c1a21c62d11641ffbd35_2,2,"['chair_4231883e92a3c1a21c62d11641ffbd35_005.png', 'chair_4231883e92a3c1a21c62d11641ffbd35_007.png', 'chair_89d2cbab56c5a1d7297056ac457c1c31_004.png']"
banktrial,chair_cluster0,chair_c0_6a0bd5d9ec4567d9d42216b5daf41a39_0,2,"['chair_6a0bd5d9ec4567d9d42216b5daf41a39_009.png', 'chair_6a0bd5d9ec4567d9d42216b5daf41a39_000.png', 'chair_4e438ade91769be8c8687ff9b0b4e4ac_005.png']"
banktrial,chair_cluster0,chair_c0_6a0bd5d9ec4567d9d42216b5daf41a39_1,2,"['chair_6a0bd5d9ec4567d9d42216b5daf41a39_014.png', 'chair_6a0bd5d9ec4567d9d42216b5daf41a39_000.png', 'chair_c0f2673cb32574014e972edcee1ee23_005.png']"
banktrial,chair_cluster0,chair_c0_6a0bd5d9ec4567d9d42216b5daf41a39_2,0,"['chair_e12ac2c1c707b7b2f45a7a3d26bcb6ad_002.png', 'chair_6a0bd5d9ec4567d9d42216b5daf41a39_005.png', 'chair_6a0bd5d9ec4567d9d42216b5daf41a39_001.png']"
banktrial,chair_cluster0,chair_c0_6398eb498fa1c291ca22b08889f6ea0c_0,0,"['chair_7ee09fdece7d9142afdb9a672b7d3b8a_006.png', 'chair_6398eb498fa1c291ca22b08889f6ea0c_008.png', 'chair_6398eb498fa1c291ca22b08889f6ea0c_005.png']"
banktrial,chair_cluster0,chair_c0_6398eb498fa1c291ca22b08889f6ea0c_1,0,"['chair_4e438ade91769be8c8687ff9b0b4e4ac_007.png', 'chair_6398eb498fa1c291ca22b08889f6ea0c_011.png', 'chair_6398eb498fa1c291ca22b08889f6ea0c_013.png']"
banktrial,chair_cluster0,chair_c0_6398eb498fa1c291ca22b08889f6ea0c_2,1,"['chair_6398eb498fa1c291ca22b08889f6ea0c_001.png', 'chair_4e438ade91769be8c8687ff9b0b4e4ac_013.png', 'chair_6398eb498fa1c291ca22b08889f6ea0c_006.png']"
banktrial,chair_cluster0,chair_c0_92242be674537e3df6e4c3538272fb27_0,2,"['chair_92242be674537e3df6e4c3538272fb27_013.png', 'chair_92242be674537e3df6e4c3538272fb27_006.png', 'chair_969730a19872b564fdb60f509d2616e0_003.png']"
banktrial,chair_cluster0,chair_c0_92242be674537e3df6e4c3538272fb27_1,1,"['chair_92242be674537e3df6e4c3538272fb27_004.png', 'chair_4428b7dc4b6696812905b6e26038a78_005.png', 'chair_92242be674537e3df6e4c3538272fb27_002.png']"
banktrial,chair_cluster0,chair_c0_92242be674537e3df6e4c3538272fb27_2,2,"['chair_92242be674537e3df6e4c3538272fb27_014.png', 'chair_92242be674537e3df6e4c3538272fb27_002.png', 'chair_4428b7dc4b6696812905b6e26038a78_009.png']"
banktrial,chair_cluster0,chair_c0_4003f4046a3a5ed9297936c81e7f6629_0,1,"['chair_4003f4046a3a5ed9297936c81e7f6629_010.png', 'chair_e9651bd689ba5c14713decb1a0563b12_006.png', 'chair_4003f4046a3a5ed9297936c81e7f6629_004.png']"
banktrial,chair_cluster0,chair_c0_4003f4046a3a5ed9297936c81e7f6629_1,2,"['chair_4003f4046a3a5ed9297936c81e7f6629_011.png', 'chair_4003f4046a3a5ed9297936c81e7f6629_000.png', 'chair_2bd045838a2282ab5205884f75aba3a_009.png']"
banktrial,chair_cluster0,chair_c0_4003f4046a3a5ed9297936c81e7f6629_2,1,"['chair_4003f4046a3a5ed9297936c81e7f6629_012.png', 'chair_372118e3595c328c713decb1a0563b12_000.png', 'chair_4003f4046a3a5ed9297936c81e7f6629_010.png']"
banktrial,chair_cluster0,chair_c0_4ae919ca418d3625d30ba6a673002f3e_0,2,"['chair_4ae919ca418d3625d30ba6a673002f3e_004.png', 'chair_4ae919ca418d3625d30ba6a673002f3e_014.png', 'chair_e3a838cb224367c59fce07ae6c046b8c_010.png']"
banktrial,chair_cluster0,chair_c0_4ae919ca418d3625d30ba6a673002f3e_1,2,"['chair_4ae919ca418d3625d30ba6a673002f3e_004.png', 'chair_4ae919ca418d3625d30ba6a673002f3e_008.png', 'chair_4e26eab28703c12bdd5f3f2440a93d21_009.png']"
banktrial,chair_cluster0,chair_c0_4ae919ca418d3625d30ba6a673002f3e_2,2,"['chair_4ae919ca418d3625d30ba6a673002f3e_005.png', 'chair_4ae919ca418d3625d30ba6a673002f3e_002.png', 'chair_b44d32061d313fc1b7a3c315f744bdd8_011.png']"
banktrial,chair_cluster0,chair_c0_6fa2db75b28cc1375c728bbce49718a0_0,0,"['chair_98ef942e35e90be3de8d5f2cba401802_013.png', 'chair_6fa2db75b28cc1375c728bbce49718a0_007.png', 'chair_6fa2db75b28cc1375c728bbce49718a0_013.png']"
banktrial,chair_cluster0,chair_c0_6fa2db75b28cc1375c728bbce49718a0_1,1,"['chair_6fa2db75b28cc1375c728bbce49718a0_013.png', 'chair_98ef942e35e90be3de8d5f2cba401802_008.png', 'chair_6fa2db75b28cc1375c728bbce49718a0_009.png']"
banktrial,chair_cluster0,chair_c0_6fa2db75b28cc1375c728bbce49718a0_2,0,"['chair_447a5eee395026fa8d09bc92d0fc6d3a_010.png', 'chair_6fa2db75b28cc1375c728bbce49718a0_010.png', 'chair_6fa2db75b28cc1375c728bbce49718a0_011.png']"
